dataset,domain,split,label,source_type,source_path,source_id,image_name,saved_path,saved_filename
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22cFEwoTewP34RE3CUeUvoXnAfmkOsQo.jpeg,GAN|stylegan_fake|22cFEwoTewP34RE3CUeUvoXnAfmkOsQo,22cFEwoTewP34RE3CUeUvoXnAfmkOsQo.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22cFEwoTewP34RE3CUeUvoXnAfmkOsQo_004874.jpg,fake_stylegan_fake_22cFEwoTewP34RE3CUeUvoXnAfmkOsQo_004874.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22CYERA92J.jpg,GAN|stylegan_fake|22CYERA92J,22CYERA92J.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22CYERA92J_004875.jpg,fake_stylegan_fake_22CYERA92J_004875.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22DTBAO7GJ.jpg,GAN|stylegan_fake|22DTBAO7GJ,22DTBAO7GJ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22DTBAO7GJ_004876.jpg,fake_stylegan_fake_22DTBAO7GJ_004876.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22DUWM234X.jpg,GAN|stylegan_fake|22DUWM234X,22DUWM234X.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22DUWM234X_004877.jpg,fake_stylegan_fake_22DUWM234X_004877.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22E7JSDOUE.jpg,GAN|stylegan_fake|22E7JSDOUE,22E7JSDOUE.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22E7JSDOUE_004878.jpg,fake_stylegan_fake_22E7JSDOUE_004878.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22EJMZN4RG.jpg,GAN|stylegan_fake|22EJMZN4RG,22EJMZN4RG.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22EJMZN4RG_004879.jpg,fake_stylegan_fake_22EJMZN4RG_004879.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22FU0HF5ZW.jpg,GAN|stylegan_fake|22FU0HF5ZW,22FU0HF5ZW.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22FU0HF5ZW_004880.jpg,fake_stylegan_fake_22FU0HF5ZW_004880.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22FZHFH957.jpg,GAN|stylegan_fake|22FZHFH957,22FZHFH957.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22FZHFH957_004881.jpg,fake_stylegan_fake_22FZHFH957_004881.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22G3VSYKYY.jpg,GAN|stylegan_fake|22G3VSYKYY,22G3VSYKYY.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22G3VSYKYY_004882.jpg,fake_stylegan_fake_22G3VSYKYY_004882.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22GCYWYBD8.jpg,GAN|stylegan_fake|22GCYWYBD8,22GCYWYBD8.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22GCYWYBD8_004883.jpg,fake_stylegan_fake_22GCYWYBD8_004883.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22GQ0B89C0.jpg,GAN|stylegan_fake|22GQ0B89C0,22GQ0B89C0.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22GQ0B89C0_004884.jpg,fake_stylegan_fake_22GQ0B89C0_004884.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22HB0H7I4O.jpg,GAN|stylegan_fake|22HB0H7I4O,22HB0H7I4O.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22HB0H7I4O_004885.jpg,fake_stylegan_fake_22HB0H7I4O_004885.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22HMJYOG2H.jpg,GAN|stylegan_fake|22HMJYOG2H,22HMJYOG2H.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22HMJYOG2H_004886.jpg,fake_stylegan_fake_22HMJYOG2H_004886.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22HwsP2g7VVJyjQqLAyKlYuUI4G0Jvgk.jpeg,GAN|stylegan_fake|22HwsP2g7VVJyjQqLAyKlYuUI4G0Jvgk,22HwsP2g7VVJyjQqLAyKlYuUI4G0Jvgk.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22HwsP2g7VVJyjQqLAyKlYuUI4G0Jvgk_004887.jpg,fake_stylegan_fake_22HwsP2g7VVJyjQqLAyKlYuUI4G0Jvgk_004887.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22IWM3PTSW.jpg,GAN|stylegan_fake|22IWM3PTSW,22IWM3PTSW.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22IWM3PTSW_004888.jpg,fake_stylegan_fake_22IWM3PTSW_004888.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22J8VQ7N3N.jpg,GAN|stylegan_fake|22J8VQ7N3N,22J8VQ7N3N.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22J8VQ7N3N_004889.jpg,fake_stylegan_fake_22J8VQ7N3N_004889.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22JESW4DVG.jpg,GAN|stylegan_fake|22JESW4DVG,22JESW4DVG.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22JESW4DVG_004890.jpg,fake_stylegan_fake_22JESW4DVG_004890.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22K40Y00UC.jpg,GAN|stylegan_fake|22K40Y00UC,22K40Y00UC.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22K40Y00UC_004891.jpg,fake_stylegan_fake_22K40Y00UC_004891.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22KPZQ0FHV.jpg,GAN|stylegan_fake|22KPZQ0FHV,22KPZQ0FHV.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22KPZQ0FHV_004892.jpg,fake_stylegan_fake_22KPZQ0FHV_004892.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22L1WXVAJV.jpg,GAN|stylegan_fake|22L1WXVAJV,22L1WXVAJV.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22L1WXVAJV_004893.jpg,fake_stylegan_fake_22L1WXVAJV_004893.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22LEBUQI6T.jpg,GAN|stylegan_fake|22LEBUQI6T,22LEBUQI6T.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22LEBUQI6T_004894.jpg,fake_stylegan_fake_22LEBUQI6T_004894.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22LHL4ALQY.jpg,GAN|stylegan_fake|22LHL4ALQY,22LHL4ALQY.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22LHL4ALQY_004895.jpg,fake_stylegan_fake_22LHL4ALQY_004895.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22M2F7XSPM.jpg,GAN|stylegan_fake|22M2F7XSPM,22M2F7XSPM.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22M2F7XSPM_004896.jpg,fake_stylegan_fake_22M2F7XSPM_004896.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22M9LQRN2R.jpg,GAN|stylegan_fake|22M9LQRN2R,22M9LQRN2R.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22M9LQRN2R_004897.jpg,fake_stylegan_fake_22M9LQRN2R_004897.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22MWRIX4L1.jpg,GAN|stylegan_fake|22MWRIX4L1,22MWRIX4L1.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22MWRIX4L1_004898.jpg,fake_stylegan_fake_22MWRIX4L1_004898.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22OG15TMON.jpg,GAN|stylegan_fake|22OG15TMON,22OG15TMON.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22OG15TMON_004899.jpg,fake_stylegan_fake_22OG15TMON_004899.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22P4PSFITE.jpg,GAN|stylegan_fake|22P4PSFITE,22P4PSFITE.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22P4PSFITE_004900.jpg,fake_stylegan_fake_22P4PSFITE_004900.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22PPXFQMIR.jpg,GAN|stylegan_fake|22PPXFQMIR,22PPXFQMIR.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22PPXFQMIR_004901.jpg,fake_stylegan_fake_22PPXFQMIR_004901.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22Q9SUXOCB.jpg,GAN|stylegan_fake|22Q9SUXOCB,22Q9SUXOCB.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22Q9SUXOCB_004902.jpg,fake_stylegan_fake_22Q9SUXOCB_004902.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22QIXYCE7N.jpg,GAN|stylegan_fake|22QIXYCE7N,22QIXYCE7N.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22QIXYCE7N_004903.jpg,fake_stylegan_fake_22QIXYCE7N_004903.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22QXRYVH2D.jpg,GAN|stylegan_fake|22QXRYVH2D,22QXRYVH2D.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22QXRYVH2D_004904.jpg,fake_stylegan_fake_22QXRYVH2D_004904.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22RPH1WRHG.jpg,GAN|stylegan_fake|22RPH1WRHG,22RPH1WRHG.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22RPH1WRHG_004905.jpg,fake_stylegan_fake_22RPH1WRHG_004905.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22SQC9HPieAw2YR8UoV5pSXbPI9GXo0R.jpeg,GAN|stylegan_fake|22SQC9HPieAw2YR8UoV5pSXbPI9GXo0R,22SQC9HPieAw2YR8UoV5pSXbPI9GXo0R.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22SQC9HPieAw2YR8UoV5pSXbPI9GXo0R_004906.jpg,fake_stylegan_fake_22SQC9HPieAw2YR8UoV5pSXbPI9GXo0R_004906.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22TKW17TXF.jpg,GAN|stylegan_fake|22TKW17TXF,22TKW17TXF.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22TKW17TXF_004907.jpg,fake_stylegan_fake_22TKW17TXF_004907.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22TXEB25IQ.jpg,GAN|stylegan_fake|22TXEB25IQ,22TXEB25IQ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22TXEB25IQ_004908.jpg,fake_stylegan_fake_22TXEB25IQ_004908.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22UC5A1VE6.jpg,GAN|stylegan_fake|22UC5A1VE6,22UC5A1VE6.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22UC5A1VE6_004909.jpg,fake_stylegan_fake_22UC5A1VE6_004909.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22UPGWW653.jpg,GAN|stylegan_fake|22UPGWW653,22UPGWW653.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22UPGWW653_004910.jpg,fake_stylegan_fake_22UPGWW653_004910.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22VGSV9IHN.jpg,GAN|stylegan_fake|22VGSV9IHN,22VGSV9IHN.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22VGSV9IHN_004911.jpg,fake_stylegan_fake_22VGSV9IHN_004911.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22W0TYWPBM.jpg,GAN|stylegan_fake|22W0TYWPBM,22W0TYWPBM.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22W0TYWPBM_004912.jpg,fake_stylegan_fake_22W0TYWPBM_004912.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22WPLVTUWY.jpg,GAN|stylegan_fake|22WPLVTUWY,22WPLVTUWY.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22WPLVTUWY_004913.jpg,fake_stylegan_fake_22WPLVTUWY_004913.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22WUAWDGFN.jpg,GAN|stylegan_fake|22WUAWDGFN,22WUAWDGFN.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22WUAWDGFN_004914.jpg,fake_stylegan_fake_22WUAWDGFN_004914.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22YB6FGCOF.jpg,GAN|stylegan_fake|22YB6FGCOF,22YB6FGCOF.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22YB6FGCOF_004915.jpg,fake_stylegan_fake_22YB6FGCOF_004915.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22YV6AUAUS.jpg,GAN|stylegan_fake|22YV6AUAUS,22YV6AUAUS.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22YV6AUAUS_004916.jpg,fake_stylegan_fake_22YV6AUAUS_004916.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22ZBS5HSC6.jpg,GAN|stylegan_fake|22ZBS5HSC6,22ZBS5HSC6.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22ZBS5HSC6_004917.jpg,fake_stylegan_fake_22ZBS5HSC6_004917.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\22ZU8VO85M.jpg,GAN|stylegan_fake|22ZU8VO85M,22ZU8VO85M.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_22ZU8VO85M_004918.jpg,fake_stylegan_fake_22ZU8VO85M_004918.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\231G86B0T7.jpg,GAN|stylegan_fake|231G86B0T7,231G86B0T7.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_231G86B0T7_004919.jpg,fake_stylegan_fake_231G86B0T7_004919.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\2321ILWXG8.jpg,GAN|stylegan_fake|2321ILWXG8,2321ILWXG8.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_2321ILWXG8_004920.jpg,fake_stylegan_fake_2321ILWXG8_004920.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23268HRDAO.jpg,GAN|stylegan_fake|23268HRDAO,23268HRDAO.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23268HRDAO_004921.jpg,fake_stylegan_fake_23268HRDAO_004921.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\232OTB909Z.jpg,GAN|stylegan_fake|232OTB909Z,232OTB909Z.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_232OTB909Z_004922.jpg,fake_stylegan_fake_232OTB909Z_004922.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\232WVFQCFS.jpg,GAN|stylegan_fake|232WVFQCFS,232WVFQCFS.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_232WVFQCFS_004923.jpg,fake_stylegan_fake_232WVFQCFS_004923.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\233S2F5KPY.jpg,GAN|stylegan_fake|233S2F5KPY,233S2F5KPY.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_233S2F5KPY_004924.jpg,fake_stylegan_fake_233S2F5KPY_004924.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23442VLY08.jpg,GAN|stylegan_fake|23442VLY08,23442VLY08.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23442VLY08_004925.jpg,fake_stylegan_fake_23442VLY08_004925.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\234S51KUHZ.jpg,GAN|stylegan_fake|234S51KUHZ,234S51KUHZ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_234S51KUHZ_004926.jpg,fake_stylegan_fake_234S51KUHZ_004926.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\234WUDIWCM.jpg,GAN|stylegan_fake|234WUDIWCM,234WUDIWCM.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_234WUDIWCM_004927.jpg,fake_stylegan_fake_234WUDIWCM_004927.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\2353FSIRVS.jpg,GAN|stylegan_fake|2353FSIRVS,2353FSIRVS.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_2353FSIRVS_004928.jpg,fake_stylegan_fake_2353FSIRVS_004928.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\236IagFJNFCSvnddR88VD2lxIB7pNj4D.jpeg,GAN|stylegan_fake|236IagFJNFCSvnddR88VD2lxIB7pNj4D,236IagFJNFCSvnddR88VD2lxIB7pNj4D.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_236IagFJNFCSvnddR88VD2lxIB7pNj4D_004929.jpg,fake_stylegan_fake_236IagFJNFCSvnddR88VD2lxIB7pNj4D_004929.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\236YK1BJDZ.jpg,GAN|stylegan_fake|236YK1BJDZ,236YK1BJDZ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_236YK1BJDZ_004930.jpg,fake_stylegan_fake_236YK1BJDZ_004930.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\2370aToVqcRzu3mb55zw5HuEcKugCbYV.jpeg,GAN|stylegan_fake|2370aToVqcRzu3mb55zw5HuEcKugCbYV,2370aToVqcRzu3mb55zw5HuEcKugCbYV.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_2370aToVqcRzu3mb55zw5HuEcKugCbYV_004931.jpg,fake_stylegan_fake_2370aToVqcRzu3mb55zw5HuEcKugCbYV_004931.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\237AKR0B29.jpg,GAN|stylegan_fake|237AKR0B29,237AKR0B29.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_237AKR0B29_004932.jpg,fake_stylegan_fake_237AKR0B29_004932.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\237JKAIRVH.jpg,GAN|stylegan_fake|237JKAIRVH,237JKAIRVH.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_237JKAIRVH_004933.jpg,fake_stylegan_fake_237JKAIRVH_004933.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\237QUYPLRN.jpg,GAN|stylegan_fake|237QUYPLRN,237QUYPLRN.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_237QUYPLRN_004934.jpg,fake_stylegan_fake_237QUYPLRN_004934.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\238M0DZ2ZK.jpg,GAN|stylegan_fake|238M0DZ2ZK,238M0DZ2ZK.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_238M0DZ2ZK_004935.jpg,fake_stylegan_fake_238M0DZ2ZK_004935.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\239F96RNTG.jpg,GAN|stylegan_fake|239F96RNTG,239F96RNTG.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_239F96RNTG_004936.jpg,fake_stylegan_fake_239F96RNTG_004936.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\239SJYC7EP.jpg,GAN|stylegan_fake|239SJYC7EP,239SJYC7EP.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_239SJYC7EP_004937.jpg,fake_stylegan_fake_239SJYC7EP_004937.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23ADEP8XF8.jpg,GAN|stylegan_fake|23ADEP8XF8,23ADEP8XF8.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23ADEP8XF8_004938.jpg,fake_stylegan_fake_23ADEP8XF8_004938.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23AI8VUC1Y.jpg,GAN|stylegan_fake|23AI8VUC1Y,23AI8VUC1Y.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23AI8VUC1Y_004939.jpg,fake_stylegan_fake_23AI8VUC1Y_004939.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23AJIUZUL8.jpg,GAN|stylegan_fake|23AJIUZUL8,23AJIUZUL8.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23AJIUZUL8_004940.jpg,fake_stylegan_fake_23AJIUZUL8_004940.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23ASG9MP3A.jpg,GAN|stylegan_fake|23ASG9MP3A,23ASG9MP3A.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23ASG9MP3A_004941.jpg,fake_stylegan_fake_23ASG9MP3A_004941.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23B0YBMT25.jpg,GAN|stylegan_fake|23B0YBMT25,23B0YBMT25.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23B0YBMT25_004942.jpg,fake_stylegan_fake_23B0YBMT25_004942.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23B4X726O7.jpg,GAN|stylegan_fake|23B4X726O7,23B4X726O7.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23B4X726O7_004943.jpg,fake_stylegan_fake_23B4X726O7_004943.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23BC362VLR.jpg,GAN|stylegan_fake|23BC362VLR,23BC362VLR.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23BC362VLR_004944.jpg,fake_stylegan_fake_23BC362VLR_004944.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23BJGYU4P2.jpg,GAN|stylegan_fake|23BJGYU4P2,23BJGYU4P2.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23BJGYU4P2_004945.jpg,fake_stylegan_fake_23BJGYU4P2_004945.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23BV30BI29.jpg,GAN|stylegan_fake|23BV30BI29,23BV30BI29.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23BV30BI29_004946.jpg,fake_stylegan_fake_23BV30BI29_004946.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\23BVVWKV3O.jpg,GAN|stylegan_fake|23BVVWKV3O,23BVVWKV3O.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_23BVVWKV3O_004947.jpg,fake_stylegan_fake_23BVVWKV3O_004947.jpg
